pair,target
3_____B_4_2_303_314_316_612_0001.tif,0
6_____B_4_2_303_314_316_8068_0001.tif,0
6_____B_4_2_303_314_316_11378_0001.tif,0
3_____B_4_2_303_314_316_242_0001.tif,0
1_____B_4_2_303_314_316_4597_0001.tif,1
3_____B_4_2_303_314_316_367_0001.tif,0
1_____B_4_2_303_314_316_2440_0001.tif,1
5_____B_4_2_303_314_316_8127_0001.tif,0
4_____B_4_2_303_314_316_6400_0001.tif,0
1_____B_4_2_303_314_316_2048_0001.tif,1
5_____B_4_2_303_314_316_6548_0001.tif,0
1_____B_4_2_303_314_316_15575_0001.tif,1
1_____B_4_2_303_314_316_4551_0001.tif,1
1_____B_4_2_303_314_316_484_0001.tif,1
5_____B_4_2_303_314_316_2506_0001.tif,0
5_____B_4_2_303_314_316_8101_0001.tif,0
4_____B_4_2_303_314_316_5882_0001.tif,0
1_____B_4_2_303_314_316_1091_0001.tif,1
4_____B_4_2_303_314_316_8828_0001.tif,0
1_____B_4_2_303_314_316_13582_0001.tif,1
1_____B_4_2_303_314_316_14116_0001.tif,1
1_____B_4_2_303_314_316_4231_0001.tif,1
4_____B_4_2_303_314_316_594_0001.tif,0
4_____B_4_2_303_314_316_2692_0001.tif,0
4_____B_4_2_303_314_316_6388_0001.tif,0
4_____B_4_2_303_314_316_7827_0001.tif,0
5_____B_4_2_303_314_316_6007_0001.tif,0
1_____B_4_2_303_314_316_2261_0001.tif,1
1_____B_4_2_303_314_316_4398_0001.tif,1
1_____B_4_2_303_314_316_4186_0001.tif,1
3_____B_4_2_303_314_316_6249_0001.tif,0
4_____B_4_2_303_314_316_9416_0001.tif,0
1_____B_4_2_303_314_316_12017_0001.tif,1
5_____B_4_2_303_314_316_10478_0001.tif,0
4_____B_4_2_303_314_316_8874_0001.tif,0
1_____B_4_2_303_314_316_163_0001.tif,1
1_____B_4_2_303_314_316_1733_0001.tif,1
1_____B_4_2_303_314_316_1069_0001.tif,1
1_____B_4_2_303_314_316_114_0001.tif,1
1_____B_4_2_303_314_316_3234_0001.tif,1
4_____B_4_2_303_314_316_5716_0001.tif,0
4_____B_4_2_303_314_316_11788_0001.tif,0
1_____B_4_2_303_314_316_14178_0001.tif,1
1_____B_4_2_303_314_316_4228_0001.tif,1
1_____B_4_2_303_314_316_190_0001.tif,1
4_____B_4_2_303_314_316_11363_0001.tif,0
4_____B_4_2_303_314_316_8716_0001.tif,0
1_____B_4_2_303_314_316_14140_0001.tif,1
5_____B_4_2_303_314_316_10989_0001.tif,0
5_____B_4_2_303_314_316_6449_0001.tif,0
1_____B_4_2_303_314_316_257_0001.tif,1
1_____B_4_2_303_314_316_13192_0001.tif,1
5_____B_4_2_303_314_316_7998_0001.tif,0
4_____B_4_2_303_314_316_498_0001.tif,0
1_____B_4_2_303_314_316_16315_0001.tif,1
4_____B_4_2_303_314_316_10772_0001.tif,0
2_____B_4_2_303_314_316_16210_0001.tif,0
2_____B_4_2_303_314_316_585_0001.tif,0
5_____B_4_2_303_314_316_9033_0001.tif,0
1_____B_4_2_303_314_316_1528_0001.tif,1
4_____B_4_2_303_314_316_10992_0001.tif,0
1_____B_4_2_303_314_316_2641_0001.tif,1
4_____B_4_2_303_314_316_5353_0001.tif,0
1_____B_4_2_303_314_316_14621_0001.tif,1
1_____B_4_2_303_314_316_2317_0001.tif,1
4_____B_4_2_303_314_316_11716_0001.tif,0
2_____B_4_2_303_314_316_15375_0001.tif,0
6_____B_4_2_303_314_316_3510_0001.tif,0
3_____B_4_2_303_314_316_14118_0001.tif,0
5_____B_4_2_303_314_316_9036_0001.tif,0
1_____B_4_2_303_314_316_541_0001.tif,1
1_____B_4_2_303_314_316_12218_0001.tif,1
4_____B_4_2_303_314_316_698_0001.tif,0
1_____B_4_2_303_314_316_15046_0001.tif,1
3_____B_4_2_303_314_316_2695_0001.tif,0
1_____B_4_2_303_314_316_14076_0001.tif,1
1_____B_4_2_303_314_316_1149_0001.tif,1
1_____B_4_2_303_314_316_2822_0001.tif,1
4_____B_4_2_303_314_316_372_0001.tif,0
1_____B_4_2_303_314_316_14298_0001.tif,1
3_____B_4_2_303_314_316_998_0001.tif,0
1_____B_4_2_303_314_316_1962_0001.tif,1
5_____B_4_2_303_314_316_6543_0001.tif,0
1_____B_4_2_303_314_316_14679_0001.tif,1
1_____B_4_2_303_314_316_4295_0001.tif,1
1_____B_4_2_303_314_316_13725_0001.tif,1
1_____B_4_2_303_314_316_4173_0001.tif,1
4_____B_4_2_303_314_316_10722_0001.tif,0
1_____B_4_2_303_314_316_1323_0001.tif,1
4_____B_4_2_303_314_316_5961_0001.tif,0
1_____B_4_2_303_314_316_1993_0001.tif,1
1_____B_4_2_303_314_316_4569_0001.tif,1
5_____B_4_2_303_314_316_8093_0001.tif,0
1_____B_4_2_303_314_316_14319_0001.tif,1
1_____B_4_2_303_314_316_4711_0001.tif,1
1_____B_4_2_303_314_316_12_0001.tif,1
2_____B_4_2_303_314_316_15810_0001.tif,0
2_____B_4_2_303_314_316_15887_0001.tif,0
1_____B_4_2_303_314_316_12980_0001.tif,1
4_____B_4_2_303_314_316_11074_0001.tif,0
1_____B_4_2_303_314_316_1590_0001.tif,1
1_____B_4_2_303_314_316_4422_0001.tif,1
5_____B_4_2_303_314_316_7991_0001.tif,0
1_____B_4_2_303_314_316_1203_0001.tif,1
1_____B_4_2_303_314_316_2779_0001.tif,1
1_____B_4_2_303_314_316_888_0001.tif,1
1_____B_4_2_303_314_316_16330_0001.tif,1
3_____B_4_2_303_314_316_2488_0001.tif,0
2_____B_4_2_303_314_316_14778_0001.tif,0
2_____B_4_2_303_314_316_13421_0001.tif,0
3_____B_4_2_303_314_316_7_0001.tif,0
4_____B_4_2_303_314_316_9313_0001.tif,0
4_____B_4_2_303_314_316_10787_0001.tif,0
2_____B_4_2_303_314_316_15762_0001.tif,0
4_____B_4_2_303_314_316_990_0001.tif,0
3_____B_4_2_303_314_316_406_0001.tif,0
1_____B_4_2_303_314_316_12083_0001.tif,1
1_____B_4_2_303_314_316_15618_0001.tif,1
1_____B_4_2_303_314_316_4487_0001.tif,1
5_____B_4_2_303_314_316_8065_0001.tif,0
4_____B_4_2_303_314_316_8521_0001.tif,0
2_____B_4_2_303_314_316_16112_0001.tif,0
2_____B_4_2_303_314_316_328_0001.tif,0
5_____B_4_2_303_314_316_10729_0001.tif,0
5_____B_4_2_303_314_316_8724_0001.tif,0
1_____B_4_2_303_314_316_11985_0001.tif,1
1_____B_4_2_303_314_316_2275_0001.tif,1
1_____B_4_2_303_314_316_57_0001.tif,1
4_____B_4_2_303_314_316_5697_0001.tif,0
2_____B_4_2_303_314_316_14667_0001.tif,0
4_____B_4_2_303_314_316_8325_0001.tif,0
1_____B_4_2_303_314_316_12016_0001.tif,1
1_____B_4_2_303_314_316_12073_0001.tif,1
1_____B_4_2_303_314_316_1988_0001.tif,1
1_____B_4_2_303_314_316_13131_0001.tif,1
1_____B_4_2_303_314_316_14745_0001.tif,1
4_____B_4_2_303_314_316_3978_0001.tif,0
1_____B_4_2_303_314_316_1213_0001.tif,1
4_____B_4_2_303_314_316_9252_0001.tif,0
1_____B_4_2_303_314_316_4808_0001.tif,1
1_____B_4_2_303_314_316_3180_0001.tif,1
1_____B_4_2_303_314_316_13643_0001.tif,1
4_____B_4_2_303_314_316_851_0001.tif,0
1_____B_4_2_303_314_316_2090_0001.tif,1
1_____B_4_2_303_314_316_1553_0001.tif,1
2_____B_4_2_303_314_316_11684_0001.tif,0
4_____B_4_2_303_314_316_8492_0001.tif,0
1_____B_4_2_303_314_316_1701_0001.tif,1
1_____B_4_2_303_314_316_15739_0001.tif,1
4_____B_4_2_303_314_316_5651_0001.tif,0
1_____B_4_2_303_314_316_4477_0001.tif,1
1_____B_4_2_303_314_316_215_0001.tif,1
1_____B_4_2_303_314_316_14849_0001.tif,1
1_____B_4_2_303_314_316_12007_0001.tif,1
5_____B_4_2_303_314_316_11476_0001.tif,0
1_____B_4_2_303_314_316_14043_0001.tif,1
1_____B_4_2_303_314_316_1966_0001.tif,1
1_____B_4_2_303_314_316_12269_0001.tif,1
1_____B_4_2_303_314_316_1078_0001.tif,1
1_____B_4_2_303_314_316_1785_0001.tif,1
1_____B_4_2_303_314_316_12035_0001.tif,1
4_____B_4_2_303_314_316_8540_0001.tif,0
7_____B_4_2_303_314_316_9556_0001.tif,0
1_____B_4_2_303_314_316_14228_0001.tif,1
5_____B_4_2_303_314_316_11794_0001.tif,0
2_____B_4_2_303_314_316_13420_0001.tif,0
1_____B_4_2_303_314_316_11982_0001.tif,1
4_____B_4_2_303_314_316_10595_0001.tif,0
2_____B_4_2_303_314_316_15817_0001.tif,0
1_____B_4_2_303_314_316_3183_0001.tif,1
3_____B_4_2_303_314_316_9456_0001.tif,0
1_____B_4_2_303_314_316_13115_0001.tif,1
4_____B_4_2_303_314_316_8871_0001.tif,0
1_____B_4_2_303_314_316_4532_0001.tif,1
1_____B_4_2_303_314_316_13379_0001.tif,1
7_____B_4_2_303_314_316_9368_0001.tif,0
1_____B_4_2_303_314_316_1170_0001.tif,1
4_____B_4_2_303_314_316_633_0001.tif,0
6_____B_4_2_303_314_316_978_0001.tif,0
1_____B_4_2_303_314_316_4753_0001.tif,1
5_____B_4_2_303_314_316_3934_0001.tif,0
3_____B_4_2_303_314_316_3817_0001.tif,0
1_____B_4_2_303_314_316_4685_0001.tif,1
1_____B_4_2_303_314_316_12341_0001.tif,1
1_____B_4_2_303_314_316_12054_0001.tif,1
1_____B_4_2_303_314_316_1189_0001.tif,1
1_____B_4_2_303_314_316_1249_0001.tif,1
4_____B_4_2_303_314_316_470_0001.tif,0
4_____B_4_2_303_314_316_366_0001.tif,0
1_____B_4_2_303_314_316_13570_0001.tif,1
1_____B_4_2_303_314_316_1123_0001.tif,1
1_____B_4_2_303_314_316_14293_0001.tif,1
1_____B_4_2_303_314_316_4790_0001.tif,1
4_____B_4_2_303_314_316_10552_0001.tif,0
1_____B_4_2_303_314_316_2646_0001.tif,1
5_____B_4_2_303_314_316_10692_0001.tif,0
4_____B_4_2_303_314_316_870_0001.tif,0
5_____B_4_2_303_314_316_8944_0001.tif,0
1_____B_4_2_303_314_316_2819_0001.tif,1
4_____B_4_2_303_314_316_467_0001.tif,0
1_____B_4_2_303_314_316_4206_0001.tif,1
4_____B_4_2_303_314_316_9588_0001.tif,0
2_____B_4_2_303_314_316_6225_0001.tif,0
1_____B_4_2_303_314_316_12380_0001.tif,1
2_____B_4_2_303_314_316_2316_0001.tif,0
2_____B_4_2_303_314_316_15033_0001.tif,0
5_____B_4_2_303_314_316_9524_0001.tif,0
2_____B_4_2_303_314_316_15982_0001.tif,0
1_____B_4_2_303_314_316_4600_0001.tif,1
2_____B_4_2_303_314_316_506_0001.tif,0
5_____B_4_2_303_314_316_10938_0001.tif,0
4_____B_4_2_303_314_316_5577_0001.tif,0
1_____B_4_2_303_314_316_14888_0001.tif,1
4_____B_4_2_303_314_316_8279_0001.tif,0
5_____B_4_2_303_314_316_8675_0001.tif,0
1_____B_4_2_303_314_316_4619_0001.tif,1
1_____B_4_2_303_314_316_14004_0001.tif,1
1_____B_4_2_303_314_316_778_0001.tif,1
1_____B_4_2_303_314_316_13098_0001.tif,1
1_____B_4_2_303_314_316_16285_0001.tif,1
5_____B_4_2_303_314_316_11163_0001.tif,0
1_____B_4_2_303_314_316_1608_0001.tif,1
2_____B_4_2_303_314_316_14734_0001.tif,0
3_____B_4_2_303_314_316_805_0001.tif,0
1_____B_4_2_303_314_316_12344_0001.tif,1
1_____B_4_2_303_314_316_13020_0001.tif,1
4_____B_4_2_303_314_316_11085_0001.tif,0
2_____B_4_2_303_314_316_15689_0001.tif,0
2_____B_4_2_303_314_316_1036_0001.tif,0
5_____B_4_2_303_314_316_10965_0001.tif,0
5_____B_4_2_303_314_316_8015_0001.tif,0
1_____B_4_2_303_314_316_16380_0001.tif,1
5_____B_4_2_303_314_316_10918_0001.tif,0
5_____B_4_2_303_314_316_11064_0001.tif,0
5_____B_4_2_303_314_316_10540_0001.tif,0
4_____B_4_2_303_314_316_8544_0001.tif,0
5_____B_4_2_303_314_316_11392_0001.tif,0
1_____B_4_2_303_314_316_13095_0001.tif,1
4_____B_4_2_303_314_316_7895_0001.tif,0
2_____B_4_2_303_314_316_16031_0001.tif,0
1_____B_4_2_303_314_316_4670_0001.tif,1
4_____B_4_2_303_314_316_8547_0001.tif,0
1_____B_4_2_303_314_316_2296_0001.tif,1
1_____B_4_2_303_314_316_254_0001.tif,1
1_____B_4_2_303_314_316_15514_0001.tif,1
5_____B_4_2_303_314_316_8641_0001.tif,0
5_____B_4_2_303_314_316_6282_0001.tif,0
1_____B_4_2_303_314_316_936_0001.tif,1
4_____B_4_2_303_314_316_5861_0001.tif,0
6_____B_4_2_303_314_316_1870_0001.tif,0
4_____B_4_2_303_314_316_5769_0001.tif,0
4_____B_4_2_303_314_316_11110_0001.tif,0
2_____B_4_2_303_314_316_3775_0001.tif,0
1_____B_4_2_303_314_316_13380_0001.tif,1
2_____B_4_2_303_314_316_2461_0001.tif,0
3_____B_4_2_303_314_316_492_0001.tif,0
5_____B_4_2_303_314_316_6040_0001.tif,0
4_____B_4_2_303_314_316_10383_0001.tif,0
1_____B_4_2_303_314_316_13486_0001.tif,1
5_____B_4_2_303_314_316_11240_0001.tif,0
1_____B_4_2_303_314_316_15001_0001.tif,1
4_____B_4_2_303_314_316_5401_0001.tif,0
2_____B_4_2_303_314_316_16055_0001.tif,0
1_____B_4_2_303_314_316_16375_0001.tif,1
5_____B_4_2_303_314_316_5979_0001.tif,0
3_____B_4_2_303_314_316_318_0001.tif,0
2_____B_4_2_303_314_316_14810_0001.tif,0
2_____B_4_2_303_314_316_13852_0001.tif,0
4_____B_4_2_303_314_316_8877_0001.tif,0
1_____B_4_2_303_314_316_13322_0001.tif,1
5_____B_4_2_303_314_316_9388_0001.tif,0
1_____B_4_2_303_314_316_138_0001.tif,1
1_____B_4_2_303_314_316_14433_0001.tif,1
4_____B_4_2_303_314_316_10744_0001.tif,0
1_____B_4_2_303_314_316_13346_0001.tif,1
5_____B_4_2_303_314_316_6438_0001.tif,0
4_____B_4_2_303_314_316_9177_0001.tif,0
3_____B_4_2_303_314_316_916_0001.tif,0
5_____B_4_2_303_314_316_6480_0001.tif,0
5_____B_4_2_303_314_316_10474_0001.tif,0
1_____B_4_2_303_314_316_13300_0001.tif,1
1_____B_4_2_303_314_316_12063_0001.tif,1
4_____B_4_2_303_314_316_2410_0001.tif,0
1_____B_4_2_303_314_316_12926_0001.tif,1
1_____B_4_2_303_314_316_13638_0001.tif,1
1_____B_4_2_303_314_316_15005_0001.tif,1
1_____B_4_2_303_314_316_935_0001.tif,1
1_____B_4_2_303_314_316_12004_0001.tif,1
1_____B_4_2_303_314_316_4777_0001.tif,1
3_____B_4_2_303_314_316_14100_0001.tif,0
1_____B_4_2_303_314_316_4107_0001.tif,1
4_____B_4_2_303_314_316_8475_0001.tif,0
3_____B_4_2_303_314_316_2866_0001.tif,0
4_____B_4_2_303_314_316_7919_0001.tif,0
4_____B_4_2_303_314_316_7885_0001.tif,0
4_____B_4_2_303_314_316_5372_0001.tif,0
4_____B_4_2_303_314_316_8504_0001.tif,0
5_____B_4_2_303_314_316_6522_0001.tif,0
4_____B_4_2_303_314_316_5492_0001.tif,0
1_____B_4_2_303_314_316_13862_0001.tif,1
1_____B_4_2_303_314_316_2381_0001.tif,1
1_____B_4_2_303_314_316_1628_0001.tif,1
4_____B_4_2_303_314_316_8901_0001.tif,0
7_____B_4_2_303_314_316_9560_0001.tif,0
1_____B_4_2_303_314_316_11960_0001.tif,1
2_____B_4_2_303_314_316_14245_0001.tif,0
1_____B_4_2_303_314_316_4327_0001.tif,1
1_____B_4_2_303_314_316_14748_0001.tif,1
4_____B_4_2_303_314_316_7780_0001.tif,0
5_____B_4_2_303_314_316_8193_0001.tif,0
1_____B_4_2_303_314_316_1918_0001.tif,1
2_____B_4_2_303_314_316_15210_0001.tif,0
1_____B_4_2_303_314_316_12100_0001.tif,1
2_____B_4_2_303_314_316_15132_0001.tif,0
1_____B_4_2_303_314_316_13609_0001.tif,1
4_____B_4_2_303_314_316_10561_0001.tif,0
1_____B_4_2_303_314_316_13577_0001.tif,1
1_____B_4_2_303_314_316_14794_0001.tif,1
1_____B_4_2_303_314_316_14795_0001.tif,1
1_____B_4_2_303_314_316_1320_0001.tif,1
4_____B_4_2_303_314_316_8553_0001.tif,0
7_____B_4_2_303_314_316_11598_0001.tif,0
4_____B_4_2_303_314_316_2270_0001.tif,0
5_____B_4_2_303_314_316_8036_0001.tif,0
2_____B_4_2_303_314_316_15430_0001.tif,0
1_____B_4_2_303_314_316_4661_0001.tif,1
4_____B_4_2_303_314_316_5582_0001.tif,0
1_____B_4_2_303_314_316_4704_0001.tif,1
4_____B_4_2_303_314_316_8712_0001.tif,0
4_____B_4_2_303_314_316_5838_0001.tif,0
1_____B_4_2_303_314_316_2274_0001.tif,1
1_____B_4_2_303_314_316_168_0001.tif,1
5_____B_4_2_303_314_316_10687_0001.tif,0
2_____B_4_2_303_314_316_2389_0001.tif,0
1_____B_4_2_303_314_316_3325_0001.tif,1
1_____B_4_2_303_314_316_3561_0001.tif,1
2_____B_4_2_303_314_316_15823_0001.tif,0
1_____B_4_2_303_314_316_1705_0001.tif,1
5_____B_4_2_303_314_316_6019_0001.tif,0
1_____B_4_2_303_314_316_14941_0001.tif,1
5_____B_4_2_303_314_316_8069_0001.tif,0
2_____B_4_2_303_314_316_15908_0001.tif,0
1_____B_4_2_303_314_316_1455_0001.tif,1
1_____B_4_2_303_314_316_263_0001.tif,1
1_____B_4_2_303_314_316_2000_0001.tif,1
4_____B_4_2_303_314_316_994_0001.tif,0
4_____B_4_2_303_314_316_13748_0001.tif,0
3_____B_4_2_303_314_316_2857_0001.tif,0
1_____B_4_2_303_314_316_14617_0001.tif,1
4_____B_4_2_303_314_316_1240_0001.tif,0
4_____B_4_2_303_314_316_2063_0001.tif,0
1_____B_4_2_303_314_316_13167_0001.tif,1
1_____B_4_2_303_314_316_12193_0001.tif,1
1_____B_4_2_303_314_316_88_0001.tif,1
4_____B_4_2_303_314_316_10676_0001.tif,0
5_____B_4_2_303_314_316_10996_0001.tif,0
1_____B_4_2_303_314_316_14899_0001.tif,1
1_____B_4_2_303_314_316_13997_0001.tif,1
4_____B_4_2_303_314_316_11128_0001.tif,0
1_____B_4_2_303_314_316_16217_0001.tif,1
1_____B_4_2_303_314_316_87_0001.tif,1
1_____B_4_2_303_314_316_4723_0001.tif,1
4_____B_4_2_303_314_316_14013_0001.tif,0
4_____B_4_2_303_314_316_5558_0001.tif,0
1_____B_4_2_303_314_316_13073_0001.tif,1
4_____B_4_2_303_314_316_5533_0001.tif,0
1_____B_4_2_303_314_316_13139_0001.tif,1
4_____B_4_2_303_314_316_8532_0001.tif,0
1_____B_4_2_303_314_316_1261_0001.tif,1
1_____B_4_2_303_314_316_15282_0001.tif,1
6_____B_4_2_303_314_316_11822_0001.tif,0
1_____B_4_2_303_314_316_4149_0001.tif,1
5_____B_4_2_303_314_316_8707_0001.tif,0
1_____B_4_2_303_314_316_2289_0001.tif,1
1_____B_4_2_303_314_316_185_0001.tif,1
1_____B_4_2_303_314_316_13126_0001.tif,1
4_____B_4_2_303_314_316_5711_0001.tif,0
1_____B_4_2_303_314_316_14840_0001.tif,1
1_____B_4_2_303_314_316_4741_0001.tif,1
1_____B_4_2_303_314_316_14272_0001.tif,1
1_____B_4_2_303_314_316_1465_0001.tif,1
2_____B_4_2_303_314_316_14012_0001.tif,0
4_____B_4_2_303_314_316_10728_0001.tif,0
1_____B_4_2_303_314_316_12316_0001.tif,1
4_____B_4_2_303_314_316_11323_0001.tif,0
1_____B_4_2_303_314_316_4458_0001.tif,1
1_____B_4_2_303_314_316_194_0001.tif,1
5_____B_4_2_303_314_316_13828_0001.tif,0
2_____B_4_2_303_314_316_16111_0001.tif,0
1_____B_4_2_303_314_316_11_0001.tif,1
1_____B_4_2_303_314_316_4294_0001.tif,1
4_____B_4_2_303_314_316_5249_0001.tif,0
6_____B_4_2_303_314_316_2146_0001.tif,0
1_____B_4_2_303_314_316_1624_0001.tif,1
3_____B_4_2_303_314_316_13378_0001.tif,0
5_____B_4_2_303_314_316_6024_0001.tif,0
1_____B_4_2_303_314_316_14709_0001.tif,1
3_____B_4_2_303_314_316_323_0001.tif,0
5_____B_4_2_303_314_316_2110_0001.tif,0
4_____B_4_2_303_314_316_11115_0001.tif,0
4_____B_4_2_303_314_316_3820_0001.tif,0
1_____B_4_2_303_314_316_4248_0001.tif,1
1_____B_4_2_303_314_316_199_0001.tif,1
1_____B_4_2_303_314_316_3401_0001.tif,1
1_____B_4_2_303_314_316_4578_0001.tif,1
1_____B_4_2_303_314_316_4491_0001.tif,1
1_____B_4_2_303_314_316_4305_0001.tif,1
4_____B_4_2_303_314_316_9325_0001.tif,0
1_____B_4_2_303_314_316_4368_0001.tif,1
1_____B_4_2_303_314_316_12234_0001.tif,1
1_____B_4_2_303_314_316_13191_0001.tif,1
2_____B_4_2_303_314_316_15337_0001.tif,0
2_____B_4_2_303_314_316_16185_0001.tif,0
4_____B_4_2_303_314_316_287_0001.tif,0
1_____B_4_2_303_314_316_1897_0001.tif,1
1_____B_4_2_303_314_316_1871_0001.tif,1
1_____B_4_2_303_314_316_1830_0001.tif,1
1_____B_4_2_303_314_316_4556_0001.tif,1
4_____B_4_2_303_314_316_9079_0001.tif,0
1_____B_4_2_303_314_316_13900_0001.tif,1
1_____B_4_2_303_314_316_1210_0001.tif,1
4_____B_4_2_303_314_316_7796_0001.tif,0
1_____B_4_2_303_314_316_4688_0001.tif,1
5_____B_4_2_303_314_316_5773_0001.tif,0
1_____B_4_2_303_314_316_2165_0001.tif,1
2_____B_4_2_303_314_316_6226_0001.tif,0
1_____B_4_2_303_314_316_2814_0001.tif,1
1_____B_4_2_303_314_316_1035_0001.tif,1
1_____B_4_2_303_314_316_15615_0001.tif,1
1_____B_4_2_303_314_316_2592_0001.tif,1
1_____B_4_2_303_314_316_4240_0001.tif,1
1_____B_4_2_303_314_316_15874_0001.tif,1
6_____B_4_2_303_314_316_5377_0001.tif,0
1_____B_4_2_303_314_316_12185_0001.tif,1
4_____B_4_2_303_314_316_8849_0001.tif,0
1_____B_4_2_303_314_316_4336_0001.tif,1
1_____B_4_2_303_314_316_146_0001.tif,1
3_____B_4_2_303_314_316_2619_0001.tif,0
4_____B_4_2_303_314_316_11267_0001.tif,0
5_____B_4_2_303_314_316_8020_0001.tif,0
4_____B_4_2_303_314_316_5454_0001.tif,0
1_____B_4_2_303_314_316_13102_0001.tif,1
5_____B_4_2_303_314_316_6322_0001.tif,0
1_____B_4_2_303_314_316_13154_0001.tif,1
5_____B_4_2_303_314_316_6031_0001.tif,0
5_____B_4_2_303_314_316_6189_0001.tif,0
5_____B_4_2_303_314_316_6099_0001.tif,0
4_____B_4_2_303_314_316_10448_0001.tif,0
4_____B_4_2_303_314_316_11574_0001.tif,0
2_____B_4_2_303_314_316_16161_0001.tif,0
1_____B_4_2_303_314_316_112_0001.tif,1
4_____B_4_2_303_314_316_5805_0001.tif,0
1_____B_4_2_303_314_316_43_0001.tif,1
4_____B_4_2_303_314_316_8376_0001.tif,0
3_____B_4_2_303_314_316_932_0001.tif,0
1_____B_4_2_303_314_316_14327_0001.tif,1
1_____B_4_2_303_314_316_13386_0001.tif,1
5_____B_4_2_303_314_316_10495_0001.tif,0
2_____B_4_2_303_314_316_15335_0001.tif,0
2_____B_4_2_303_314_316_16208_0001.tif,0
1_____B_4_2_303_314_316_15517_0001.tif,1
1_____B_4_2_303_314_316_40_0001.tif,1
2_____B_4_2_303_314_316_5781_0001.tif,0
1_____B_4_2_303_314_316_13079_0001.tif,1
2_____B_4_2_303_314_316_15299_0001.tif,0
4_____B_4_2_303_314_316_8281_0001.tif,0
5_____B_4_2_303_314_316_5438_0001.tif,0
1_____B_4_2_303_314_316_1248_0001.tif,1
4_____B_4_2_303_314_316_10793_0001.tif,0
1_____B_4_2_303_314_316_13712_0001.tif,1
4_____B_4_2_303_314_316_587_0001.tif,0
2_____B_4_2_303_314_316_14649_0001.tif,0
1_____B_4_2_303_314_316_4426_0001.tif,1
1_____B_4_2_303_314_316_13640_0001.tif,1
2_____B_4_2_303_314_316_15827_0001.tif,0
4_____B_4_2_303_314_316_11039_0001.tif,0
1_____B_4_2_303_314_316_3549_0001.tif,1
1_____B_4_2_303_314_316_13005_0001.tif,1
1_____B_4_2_303_314_316_1089_0001.tif,1
1_____B_4_2_303_314_316_4164_0001.tif,1
1_____B_4_2_303_314_316_807_0001.tif,1
4_____B_4_2_303_314_316_8488_0001.tif,0
4_____B_4_2_303_314_316_11065_0001.tif,0
1_____B_4_2_303_314_316_3473_0001.tif,1
4_____B_4_2_303_314_316_10378_0001.tif,0
7_____B_4_2_303_314_316_6335_0001.tif,0
1_____B_4_2_303_314_316_13439_0001.tif,1
1_____B_4_2_303_314_316_15820_0001.tif,1
1_____B_4_2_303_314_316_12861_0001.tif,1
1_____B_4_2_303_314_316_13780_0001.tif,1
1_____B_4_2_303_314_316_12304_0001.tif,1
5_____B_4_2_303_314_316_6546_0001.tif,0
1_____B_4_2_303_314_316_4423_0001.tif,1
4_____B_4_2_303_314_316_8474_0001.tif,0
1_____B_4_2_303_314_316_13267_0001.tif,1
5_____B_4_2_303_314_316_8431_0001.tif,0
1_____B_4_2_303_314_316_2698_0001.tif,1
4_____B_4_2_303_314_316_2605_0001.tif,0
1_____B_4_2_303_314_316_13207_0001.tif,1
1_____B_4_2_303_314_316_27_0001.tif,1
4_____B_4_2_303_314_316_10770_0001.tif,0
1_____B_4_2_303_314_316_12242_0001.tif,1
1_____B_4_2_303_314_316_3263_0001.tif,1
1_____B_4_2_303_314_316_12189_0001.tif,1
1_____B_4_2_303_314_316_13706_0001.tif,1
6_____B_4_2_303_314_316_8710_0001.tif,0
1_____B_4_2_303_314_316_14025_0001.tif,1
1_____B_4_2_303_314_316_14206_0001.tif,1
1_____B_4_2_303_314_316_4410_0001.tif,1
1_____B_4_2_303_314_316_4157_0001.tif,1
1_____B_4_2_303_314_316_11947_0001.tif,1
5_____B_4_2_303_314_316_9512_0001.tif,0
5_____B_4_2_303_314_316_11032_0001.tif,0
4_____B_4_2_303_314_316_5762_0001.tif,0
1_____B_4_2_303_314_316_949_0001.tif,1
4_____B_4_2_303_314_316_10826_0001.tif,0
6_____B_4_2_303_314_316_8599_0001.tif,0
2_____B_4_2_303_314_316_14641_0001.tif,0
4_____B_4_2_303_314_316_2621_0001.tif,0
2_____B_4_2_303_314_316_863_0001.tif,0
1_____B_4_2_303_314_316_14190_0001.tif,1
5_____B_4_2_303_314_316_10931_0001.tif,0
4_____B_4_2_303_314_316_10896_0001.tif,0
5_____B_4_2_303_314_316_11442_0001.tif,0
5_____B_4_2_303_314_316_8087_0001.tif,0
4_____B_4_2_303_314_316_10984_0001.tif,0
4_____B_4_2_303_314_316_7774_0001.tif,0
1_____B_4_2_303_314_316_14253_0001.tif,1
5_____B_4_2_303_314_316_9542_0001.tif,0
2_____B_4_2_303_314_316_15814_0001.tif,0
2_____B_4_2_303_314_316_14672_0001.tif,0
5_____B_4_2_303_314_316_8177_0001.tif,0
1_____B_4_2_303_314_316_12963_0001.tif,1
4_____B_4_2_303_314_316_1013_0001.tif,0
1_____B_4_2_303_314_316_732_0001.tif,1
4_____B_4_2_303_314_316_9413_0001.tif,0
5_____B_4_2_303_314_316_6413_0001.tif,0
4_____B_4_2_303_314_316_3075_0001.tif,0
5_____B_4_2_303_314_316_5748_0001.tif,0
2_____B_4_2_303_314_316_2767_0001.tif,0
